350,万,满5年 少税 看花园 安静舒适  方便看房
400,万,福盈中央山 4室2厅 400万
168,万,精装修公寓，光明一号一房一厅，拎包入住，随时看房
650,万,光明一号 四房 小区环境优美 居家好选择
480,万,光明一号四房毛坯看房方便业主诚出售
388,万,中粮云景 天虹商圈  户型方正朝南 中间楼层
370,万,满两年有钥匙看房方便全新毛坯房采光号
430,万,户型方正，采光好，精装修没住过人，
400,万,中粮云景国际，三房两卫，随时可以看房
530,万,光明一号4房两厅两卫看花园景观
350,万,此房业主诚心出售，满四年， 户型方正，看房方便。
370,万,高楼层无视野遮挡，满两年税费底，看花园采光好。
380,万,光明一号三房精装修拎包即可入住
380,万,房子满2 经典朝南户型  少税  业主可赎楼
380,万,光明1号三房  东南朝向  户型方正 随时看房
355,万,光明1号 3室2厅 355万
255,万,光明繁华地段业主诚心出售现在需要用钱，正规三房。
580,万,中粮云景国际4房毛坯出售，满2年，看泳池，随时看房
460,万,有钥匙 随时可看 诚心卖  安静通风 采光好 南北对流
325,万,业主急挂盘 低市场价出售 朝南 户型方正 满2年 可谈价
720,万,东南向 高楼层 业主诚心出售 有钥匙随时可看
545,万,光明新区 正兆景嘉园 标准四房 业主诚心出售看房方便
550,万,精装   大平层5房   南北通风  采光好  户型好
350,万,大花园社区 低密度 通风采光好 户型方正
900,万,南北通格局，楼层好，视野开阔，配套设施齐全
379,万,宏发嘉域三房出售，楼层好，采光充足，看房方便
550,万,此房精致装修  保养良好 户型方正 随时方便看房
380,万,深圳光明 精装朝南三房 满五 中间楼层 住家之选
390,万,此房满两年 业主诚意卖 户型好 随时看
450,万,地铁出行 小区环境物业好，小区楼下商 业配套成熟
