650,万,星河传奇一期四房全新毛坯诚售安静格局方正
685,万,溪山美地园大四房看湖景主卧挑高5.1米
580,万,板楼结构 户户朝南 精装三房两卫 相关配套完善
792,万,满五年低于历史成交  户型方正
615,万,精装满两年，未住过人，双龙抱珠格局，三面采光
448,万,南北通大三居，采光充足，满五年红本在手 随时可看
538,万,清湖地铁口美丽四房满五年，看花园，业主诚心出售！
480,万,深圳北锦绣江南三期南北对流通风大三房 免个税
630,万,龙华观澜 格澜郡南北通4房 位置安静不临街 业主诚售
320,万,滢水山庄二区 2室2厅 320万
385,万,潜龙鑫茂花园A区 2室1厅 385万
540,万,星河标准76平两房+满五唯一红本在手，一手业主诚售
535,万,春华四季园湖边大三房，厅出阳台，高拓展实用空间大。
550,万,业主自住精装3房，诚心出售，户型少有
375,万,满五唯一，可做普宅税费少，中间楼层，位置安静
728,万,东华明珠园 四房 东南朝向 安静看花园
980,万,星河丹堤大三房  户型方正 看湖景花园
480,万,一手业主，没有个税，价格优势，自己住拎包入住
550,万,名苑复式三房，带装修，满五唯一，红本在手，交易快
398,万,美丽365花园少量朝东南方向看花园在售的三房户型哦。
527,万,锦绣江南三期 大3房 *4房
560,万,溪山单本三房业主自住装修保养好位置安静
439,万,业主自住，满五唯一，品牌中式装修，保养好
1245,万,品质装修大四房，满五唯一房本在手税费少，南北朝向
370,万,劲力城市明珠 3房 中间楼层 采光通风好 交通便利
370,万,房子满屋唯一红本在手税费少高楼层视野好
1250,万,"圣莫丽斯,二梯三户,朝南向,中高楼层, 通风采光好"
615,万,西南向看绿廊公园，位置安静，业主诚心出售
498,万,碧水龙庭 满5年唯一  高楼层 无遮挡
370,万,龙华花半里业主自住三室，诚心出售，看房方便
