295,万,客厅正出阳台，方正格局，近口岸，交通便利。
398,万,朗钜御风庭 东南向两房 看山景 适合婚房
165,万,特力水贝地铁站760米 近59万平米洪湖公园
300,万,国际名园两房一厅  满五年  精装修  高楼层  朝西南
190,万,店长推荐：装修好，税费少，诚心卖，户型方正，位置好
275,万,此房客厅出阳台全明格局的户型 全新精装修
515,万,蕙兰雅居 正规三房 满五年红本 安静 采光通风好
400,万,此房满五唯一 红本在手，使用率大，南北通 免费停车
475,万,满两年。正规两房，户型方正，采光好，业主诚心出售。
248,万,铂金时代两房一厅 大阳台视野开阔
385,万,罗湖万象城 居家装修2房带储物间 可拎包入住
420,万,罗湖区国贸商圈 精装2居室 钥匙房
498,万,百仕达东郡 2室2厅 498万
175,万,满两年，总价低，业主诚心出售，看房提前预约
120,万,端头位置，总价低-，满5红本，产权税费少
300,万,京基东方华都  南向  配套醇熟   居家装修
115,万,东南朝向，视野开阔，安静不临街
410,万,店长推荐花园社区，朝南，中高楼层，采光通风好，急售
270,万,怡泰大厦 中楼层采光好  满五年红本在手 看房方便
242,万,万象城的复式房 户型方正 满三年 精装修
870,万,正看罗湖水库，毛坯装修改动性强，各种风格等你来战
365,万,山湖居畔山物业，朝南视野，无遮挡，安静居家
315,万,新银座华庭正规两居室，近罗湖口岸，双地铁口满五年
252,万,大剧院地铁口物业，精装一房，税费低
800,万,大四房 很少放盘 高层东南向 视野无遮挡 价格实惠
485,万,新世界四季御园精装！高楼层装修好，拎包入住！
235,万,蓝馨苑，3号线地铁站，满二，未用
220,万,莲塘+盒马鲜生超市+红本在手+过户快+税费少+适合居家
360,万,一手业主红本在手交易方便户型方正采光好
335,万,都市名园精选2房 户型方正 花园社区 万象城边
