105,万,金田风华苑 1室1厅 105万
135,万,金田风华苑 2室1厅 135万
135,万,金田风华苑 2室1厅 135万
135,万,金田风华苑 2室1厅 135万
135,万,金田风华苑 2室1厅 135万
135,万,金田风华苑 2室1厅 135万
135,万,金田风华苑 2室1厅 135万
105,万,金田风华苑 1室1厅 105万
950,万,万科金域缇香 8室4厅 950万
360,万,心海城 4室2厅 360万
210,万,中粮一品澜山花园 2室2厅 210万
195,万,豪方菁园 3室2厅 195万
360,万,京基御景印象四房  家私电器齐全 带有租约
380,万,此房买来可直接入住，交通便利上学便利
268,万,龙光玖云著 1室0厅 268万
95,万,坪山六合城益田假日世界商务公寓，办公佳选
93,万,坪山六合城益田假日世界商务公寓，办公佳选
350,万,深业东城国际 3室2厅 350万
355,万,坪山招商花园城南区 3室2厅 355万
350,万,六和城 3室2厅 350万
235,万,中粮一品澜山花园 3室2厅 235万
255,万,中粮一品澜山花园 3室2厅 255万
255,万,中粮一品澜山花园 3室2厅 255万
450,万,京基御景印象二期 3室2厅 450万
500,万,京基御景印象二期 4室2厅 500万
320,万,深业东城国际 3室2厅 320万
300,万,此房中高楼层，正出阳台，朝南向，视野开阔，采光好
95,万,盈富家园 1室1厅 95万
345,万,京基御景印象四期 4室2厅 345万
280,万,深业东城上邸 2室2厅 280万
