500,万,房子满五唯一  税费少 高层复式  采光通风比较好
680,万,龙岗布吉大芬地铁站桂芳园五居室诚心出售
275,万,满五唯一，红本在手，小三房高楼层275万
500,万,方正实用三房   双阳台通透户型  精装保养好
388,万,大芬地体口前地铁后公园，少有户型，大社区，配套齐全
400,万,丹竹头 朝南看花园 高楼层 视野好
650,万,花半里复式、视野开阔、南北对流、大阳台大客厅
298,万,龙珠花园实用三房满五年唯一红本 高楼层
680,万,瑞泽佳园 4室2厅 680万
223,万,户型方正 地上花园 地下车库 高楼层采光好
430,万,16号线龙城中路站400米，宝能精装修四房，品质社区
490,万,精装修四房两卫，满五唯一，税费少。
245,万,德兴城花园三房两厅，简单装修，楼层好，采光好。
330,万,布吉东站双地铁  精装五房 格局方正  业主诚售
310,万,满五唯一，花园中间位置，换房急售
350,万,红本在手  满五唯一   中高楼层 看花园 诚意出售
550,万,佳兆业悦峰三房两卫 满五唯一 装修保养好
370,万,龙岗大运 顺景花园装修电梯三房 东南朝向 采光好
560,万,龙岗 信义 南北通透看花园 大四房等您赏鉴
1100,万,叠院复式，双客厅，安静朝花园，天台看银湖山，保养好
380,万,信义锦绣 四联站 三房两卫 中间位置看花园 配套比较好
328,万,阳光花园，  半山上的三房二厅，满五红本
490,万,龙岗中 心城 熙和园 精装4房 南北向
315,万,经理推荐：1楼复式带30平私家花园 满5年红本在手
710,万,复式六房，满五唯一，三阳台户型方正，大芬站
385,万,和盛苑 3室1厅 385万
400,万,英郡年华 3室2厅 400万
410,万,紫云庭业主自住4房出售，精装修，满五年唯一税费低
298,万,房子满五唯一 红本在手 业主自住 装修保养好 看房方便
480,万,此房满五年，户型方正，采光较好
