245,万,精装大两房，*小三房，业主有心卖，看房方便
242,万,海语山林 3室2厅 242万
350,万,大三房 采光佳 居家好 业主诚心卖
240,万,海语山林，精装大两房，南北通透，采光好，看房方便
390,万,承瀚半山海精装房，南北通透，业主有心卖，看房提前约
300,万,源自大鹏半岛的世外桃源，美宅启幕
420,万,承瀚陶柏莉，精装三房，中等楼层采光好，业主有心卖
148,万,户型格局实用，精装修拎包入住，看房提前预约
97,万,半山海精装修一房总价低费用少户型好
199,万,品质社区 PURE33璞岸 *2-3房 看房方便 价格可面谈
210,万,花园小区 毛坯两房 看山 安静宜居 空气好 度假养老
280,万,承翰半山海精装大2房 朝南看海 总价低 户型好
265,万,云山栖 3房1卫 朝南看别墅绿化
110,万,承翰半山海花园 2015年新盘 带燃气精装一房 业主急卖
100,万,半山海花园精装修一房总价低户型好费用少！
100,万,一线海景小区 总价低 带精装  70年产权住宅
200,万,承翰半山海 3室2厅 200万
95,万,半山海 70年产权住宅 看海一房
150,万,KPR佳兆业广场 1室2厅 150万
105,万,靠山海景，舒适选择！低门槛，品质小区。
120,万,承翰半山海 标准单间 格局合理 居家安静  精装修
220,万,海语山林，精装2房，高层景观好，视野好
265,万,陶柏莉精装三房，看山看别墅，景观好，朝南
305,万,精装大三房，可以拎包入住，看房方便，业主诚心卖
145,万,1房1厅  格局方正  楼层朝向好
110,万,2015年新房，全新装修未住，东南朝向，业主诚心出售
108,万,看山景海景精装一房一厅，高楼层光线好带入户天然气
230,万,海语山林 葵涌大社区安静居住 好采光 满两年无增值税
150,万,户型格局实用，精装修拎包入住，诚意出售
215,万,海语山林  大花园社区  业主诚意出售  看房方便
